Name,Category,Price,Quality
EmpireLegends,Aventura,46219,81
EmpireDragon,RPG,39717,43
LegendsDragon,Simulación,10302,55
QuestDragon,Simulación,20208,88
QuestWarrior,Aventura,20217,4
WarriorQuest,Estrategia,29512,20
WarriorQuest,Simulación,63250,40
LegendsEmpire,RPG,31852,0
GalaxyEmpire,Acción,18197,24
EmpireDragon,Estrategia,63614,70
QuestDragon,Aventura,13577,71
GalaxyGalaxy,RPG,32417,41
QuestQuest,RPG,41236,20
EmpireGalaxy,Simulación,49225,90
QuestDragon,Simulación,58772,39
GalaxyEmpire,Estrategia,13966,52
GalaxyDragon,Simulación,68520,31
GalaxyEmpire,RPG,24571,4
WarriorLegends,Simulación,40346,9
QuestDragon,Deportes,28537,79
GalaxyDragon,Simulación,32119,85
EmpireEmpire,Aventura,38166,64
DragonLegends,RPG,25455,18
WarriorLegends,Simulación,38411,62
DragonWarrior,Aventura,63713,35
DragonQuest,Acción,58454,94
EmpireQuest,RPG,39306,86
DragonDragon,Estrategia,1982,1
LegendsWarrior,RPG,15702,54
LegendsGalaxy,Aventura,33903,13
LegendsLegends,Aventura,5352,21
WarriorDragon,Aventura,40557,23
DragonWarrior,Simulación,41391,76
GalaxyLegends,Estrategia,16502,4
LegendsWarrior,RPG,29697,42
DragonQuest,Deportes,43714,39
WarriorGalaxy,Simulación,60461,97
LegendsLegends,Acción,56455,19
DragonEmpire,Acción,8004,43
GalaxyLegends,Simulación,5349,99
LegendsDragon,RPG,40157,17
QuestQuest,Aventura,35556,78
EmpireEmpire,RPG,67104,27
LegendsLegends,Deportes,11115,93
EmpireDragon,RPG,41425,62
QuestGalaxy,Deportes,32035,73
DragonEmpire,Aventura,24132,85
LegendsGalaxy,Aventura,9214,75
QuestLegends,Deportes,22555,56
WarriorQuest,Simulación,40012,17
QuestGalaxy,Acción,17710,85
EmpireQuest,Deportes,68698,55
WarriorWarrior,Estrategia,14463,16
LegendsLegends,Acción,32701,99
LegendsGalaxy,Simulación,163,11
DragonQuest,Estrategia,51928,95
DragonEmpire,Deportes,1103,2
WarriorLegends,Estrategia,48598,88
QuestQuest,Estrategia,9093,41
GalaxyLegends,Simulación,14204,14
LegendsWarrior,Estrategia,61636,71
QuestDragon,Aventura,54343,14
GalaxyGalaxy,RPG,55301,24
WarriorEmpire,RPG,63579,32
LegendsLegends,Aventura,47972,52
WarriorGalaxy,Aventura,41741,45
LegendsDragon,Simulación,3162,81
LegendsDragon,Aventura,26119,14
QuestDragon,Estrategia,34656,49
QuestEmpire,RPG,5715,50
DragonQuest,Deportes,22724,97
DragonGalaxy,Acción,67591,17
EmpireGalaxy,Aventura,22252,81
GalaxyDragon,Deportes,39265,35
EmpireWarrior,Simulación,42213,99
QuestEmpire,Simulación,27350,67
EmpireDragon,RPG,31151,56
DragonLegends,Aventura,60150,8
QuestEmpire,Deportes,11150,8
DragonWarrior,Simulación,21103,84
WarriorWarrior,Aventura,9101,62
QuestGalaxy,Simulación,45688,96
QuestGalaxy,Acción,34734,66
LegendsGalaxy,Estrategia,16526,60
EmpireWarrior,Aventura,32071,56
LegendsWarrior,Aventura,49318,37
GalaxyDragon,Acción,3020,13
GalaxyLegends,Deportes,37756,34
QuestEmpire,Simulación,37275,98
DragonWarrior,Acción,44667,88
EmpireDragon,Aventura,8618,55
LegendsQuest,RPG,46617,82
DragonGalaxy,Simulación,16806,58
WarriorDragon,Simulación,50170,80
DragonWarrior,Estrategia,56018,39
GalaxyWarrior,Deportes,34686,70
WarriorGalaxy,Acción,69826,72
GalaxyQuest,Acción,68346,92
DragonWarrior,Aventura,59215,98
DragonDragon,Acción,12601,39
DragonGalaxy,Deportes,26520,91
GalaxyEmpire,Estrategia,39404,45
EmpireQuest,Acción,49105,66
GalaxyQuest,Aventura,21746,13
GalaxyGalaxy,Aventura,19755,79
QuestDragon,RPG,61208,49
DragonWarrior,Estrategia,53474,26
EmpireWarrior,Simulación,63420,38
QuestWarrior,Estrategia,30277,14
GalaxyLegends,Aventura,56344,33
QuestWarrior,Deportes,48912,52
EmpireQuest,Acción,28229,52
WarriorGalaxy,Aventura,39092,45
EmpireDragon,Estrategia,1286,4
LegendsLegends,Estrategia,67700,95
WarriorWarrior,Acción,50185,84
QuestDragon,Acción,60455,56
DragonLegends,Estrategia,64752,41
GalaxyGalaxy,Aventura,17481,82
DragonEmpire,Simulación,25994,2
LegendsEmpire,Simulación,61159,6
DragonDragon,Estrategia,47541,70
QuestEmpire,Deportes,56492,19
GalaxyGalaxy,Estrategia,50326,66
GalaxyLegends,Estrategia,27885,43
LegendsGalaxy,Estrategia,4104,27
GalaxyDragon,Deportes,44181,67
EmpireLegends,Estrategia,41667,6
QuestLegends,Deportes,33712,82
GalaxyDragon,Simulación,22737,79
WarriorGalaxy,Simulación,26593,7
WarriorDragon,Simulación,57216,25
WarriorLegends,RPG,37547,98
EmpireLegends,Estrategia,11352,62
DragonDragon,Estrategia,17384,17
GalaxyGalaxy,RPG,34845,95
GalaxyDragon,Simulación,10806,66
LegendsDragon,RPG,8478,41
EmpireQuest,Aventura,53383,21
WarriorEmpire,Simulación,26693,64
LegendsQuest,Simulación,5726,75
EmpireDragon,Simulación,52357,63
GalaxyDragon,RPG,7659,23
DragonWarrior,Acción,14238,80
QuestWarrior,Simulación,39009,32
EmpireQuest,Simulación,12948,6
LegendsGalaxy,RPG,60476,72
DragonDragon,Simulación,41361,6
EmpireDragon,Simulación,36785,41
WarriorLegends,Acción,61428,0
EmpireGalaxy,Deportes,294,43
WarriorDragon,Acción,11220,56
QuestGalaxy,Aventura,36650,70
GalaxyDragon,Deportes,43522,43
EmpireQuest,Aventura,26287,47
LegendsDragon,Simulación,53114,36
GalaxyGalaxy,Simulación,19009,10
EmpireQuest,Acción,67700,53
QuestEmpire,Simulación,23906,11
WarriorEmpire,Aventura,67249,84
DragonDragon,Deportes,4955,20
GalaxyDragon,Estrategia,37133,10
QuestDragon,Estrategia,20149,21
EmpireQuest,Deportes,61261,53
QuestGalaxy,Estrategia,55021,66
EmpireQuest,Estrategia,31507,2
GalaxyLegends,RPG,46639,86
EmpireGalaxy,Estrategia,21107,38
WarriorEmpire,Acción,48028,49
EmpireGalaxy,Deportes,25677,75
WarriorLegends,RPG,37415,74
QuestWarrior,Aventura,29786,98
LegendsEmpire,Acción,57471,47
WarriorWarrior,Estrategia,45137,61
LegendsGalaxy,Deportes,65474,42
QuestEmpire,RPG,797,75
WarriorDragon,Deportes,63083,18
LegendsQuest,Deportes,58249,78
DragonQuest,Aventura,19084,39
LegendsGalaxy,Deportes,19737,67
WarriorDragon,Aventura,26073,4
GalaxyWarrior,Acción,57827,63
EmpireDragon,Deportes,12693,83
WarriorLegends,Simulación,24694,69
QuestEmpire,RPG,56756,71
GalaxyWarrior,RPG,58059,78
QuestDragon,Aventura,54748,87
DragonWarrior,Deportes,60705,28
EmpireDragon,RPG,50656,55
LegendsLegends,Estrategia,16432,95
WarriorQuest,RPG,50682,0
DragonDragon,RPG,27817,87
WarriorEmpire,Aventura,13429,78
EmpireEmpire,Acción,58598,75
GalaxyQuest,Acción,18686,42
QuestDragon,Acción,64926,94
WarriorGalaxy,Deportes,17967,56
LegendsEmpire,Estrategia,59294,60
QuestDragon,Simulación,19869,41
DragonQuest,RPG,23793,34
GalaxyGalaxy,Aventura,43354,5
GalaxyEmpire,Estrategia,25761,68
EmpireQuest,Estrategia,6712,2
EmpireQuest,Deportes,52110,58
GalaxyQuest,Simulación,42996,35
WarriorEmpire,RPG,22941,6
GalaxyWarrior,Aventura,5925,43
WarriorGalaxy,Deportes,42653,34
QuestQuest,Deportes,36265,33
LegendsEmpire,Simulación,44948,61
EmpireGalaxy,Deportes,27416,13
WarriorGalaxy,Deportes,66950,87
GalaxyDragon,Simulación,31802,3
EmpireLegends,Simulación,41679,70
WarriorDragon,RPG,12112,82
WarriorDragon,Acción,55355,18
QuestDragon,Deportes,2115,63
LegendsQuest,Acción,45405,91
WarriorDragon,RPG,61683,13
GalaxyEmpire,Aventura,23748,25
GalaxyGalaxy,Simulación,10835,73
WarriorQuest,Aventura,27596,81
GalaxyGalaxy,RPG,19821,39
GalaxyDragon,Simulación,45877,16
WarriorDragon,Aventura,45439,46
EmpireWarrior,Simulación,34507,49
DragonQuest,Aventura,34237,90
DragonQuest,RPG,15730,56
EmpireQuest,Deportes,28152,45
DragonWarrior,Acción,21466,55
QuestLegends,Simulación,56342,100
GalaxyWarrior,Aventura,52658,3
LegendsWarrior,Acción,30195,48
DragonEmpire,Simulación,381,58
WarriorEmpire,RPG,64,76
QuestWarrior,Acción,57419,56
WarriorDragon,RPG,2486,46
LegendsDragon,Estrategia,38280,43
DragonQuest,Aventura,18159,26
QuestDragon,Simulación,48267,85
EmpireDragon,Aventura,40210,20
QuestQuest,Acción,38899,6
LegendsLegends,Simulación,61681,3
DragonQuest,Deportes,35739,75
LegendsWarrior,Aventura,21569,20
QuestDragon,RPG,54037,91
WarriorEmpire,Estrategia,20809,40
LegendsEmpire,Aventura,68569,47
GalaxyQuest,Acción,31399,87
LegendsWarrior,Simulación,51487,28
LegendsQuest,Deportes,65349,33
WarriorLegends,Aventura,62945,93
DragonWarrior,Estrategia,27469,57
QuestQuest,Acción,26701,25
EmpireDragon,RPG,17309,82
EmpireGalaxy,Aventura,69952,9
LegendsLegends,Deportes,3249,24
LegendsQuest,RPG,6954,19
LegendsWarrior,Deportes,64388,52
WarriorGalaxy,Deportes,32430,99
DragonEmpire,RPG,31997,83
GalaxyEmpire,Acción,37058,44
LegendsGalaxy,Aventura,15749,11
DragonLegends,Acción,17257,14
GalaxyQuest,Simulación,45059,82
LegendsQuest,RPG,69628,17
WarriorWarrior,Estrategia,9177,7
DragonQuest,RPG,3840,81
LegendsDragon,Acción,50614,17
WarriorEmpire,Acción,30726,55
WarriorLegends,Deportes,40923,66
DragonGalaxy,Aventura,66300,24
DragonWarrior,Estrategia,39254,88
LegendsLegends,Simulación,13553,53
LegendsEmpire,Simulación,62235,82
EmpireGalaxy,RPG,35623,34
WarriorWarrior,Simulación,38287,17
EmpireGalaxy,Estrategia,36475,61
EmpireLegends,Acción,32052,46
LegendsQuest,Deportes,49122,80
DragonDragon,Deportes,17650,47
WarriorLegends,RPG,51615,66
DragonLegends,Aventura,22493,5
EmpireLegends,Acción,46135,49
EmpireLegends,Aventura,38534,72
LegendsLegends,RPG,62620,10
GalaxyEmpire,Deportes,11117,12
LegendsLegends,Simulación,891,55
GalaxyEmpire,RPG,47252,21
DragonDragon,Simulación,62780,68
QuestDragon,Aventura,20088,97
DragonGalaxy,Estrategia,47594,98
EmpireEmpire,Estrategia,27528,10
DragonEmpire,Estrategia,53543,77
DragonLegends,RPG,39613,48
GalaxyLegends,Estrategia,4459,76
LegendsWarrior,Aventura,10255,9
DragonDragon,Aventura,57688,51
EmpireGalaxy,Acción,33222,21
EmpireQuest,Aventura,57705,77
GalaxyLegends,Deportes,19036,94
WarriorWarrior,Estrategia,67653,73
EmpireLegends,Deportes,6838,70
QuestGalaxy,Simulación,68759,64
EmpireLegends,Deportes,37224,56
DragonEmpire,Aventura,48918,59
QuestQuest,Acción,41961,73
LegendsEmpire,Aventura,22666,37
WarriorDragon,Deportes,15303,15
GalaxyQuest,RPG,18379,58
GalaxyLegends,Aventura,27565,57
QuestLegends,Aventura,29788,70
WarriorEmpire,RPG,13044,19
GalaxyQuest,Simulación,12494,79
WarriorGalaxy,Simulación,64973,41
GalaxyQuest,Aventura,46197,35
WarriorQuest,Acción,41221,71
WarriorEmpire,Simulación,56076,40
GalaxyEmpire,RPG,62728,9
EmpireWarrior,RPG,68898,58
GalaxyLegends,Aventura,23884,32
LegendsWarrior,RPG,3027,66
DragonQuest,Aventura,59192,69
DragonGalaxy,Deportes,22669,21
EmpireGalaxy,RPG,8496,34
WarriorQuest,RPG,24452,23
LegendsLegends,RPG,61557,41
EmpireWarrior,Acción,64295,85
EmpireDragon,Aventura,48252,54
DragonEmpire,Acción,19321,86
EmpireDragon,Simulación,16970,94
EmpireWarrior,Estrategia,63129,45
WarriorEmpire,Acción,56305,52
QuestWarrior,Deportes,61563,29
WarriorQuest,Aventura,9839,62
WarriorGalaxy,Aventura,39206,61
LegendsDragon,Aventura,31258,6
QuestDragon,Estrategia,23687,77
QuestWarrior,Acción,45801,23
QuestDragon,RPG,22800,75
DragonQuest,Aventura,34098,84
GalaxyGalaxy,Estrategia,10823,48
WarriorQuest,Estrategia,26002,45
WarriorLegends,Estrategia,17896,63
LegendsLegends,Acción,37422,49
WarriorGalaxy,Acción,13926,59
LegendsGalaxy,RPG,44001,20
GalaxyLegends,Acción,53092,21
WarriorEmpire,Simulación,65584,55
LegendsDragon,RPG,3139,94
QuestWarrior,Estrategia,47246,43
GalaxyEmpire,Aventura,29915,71
GalaxyGalaxy,Aventura,4310,62
GalaxyGalaxy,RPG,23486,74
GalaxyGalaxy,Simulación,20921,61
WarriorWarrior,Aventura,59849,55
EmpireDragon,Estrategia,62132,16
WarriorWarrior,Acción,43849,96
GalaxyWarrior,Aventura,53714,88
GalaxyLegends,Acción,31590,20
LegendsQuest,RPG,40874,76
DragonWarrior,Deportes,12227,62
GalaxyWarrior,Deportes,19013,24
EmpireWarrior,Aventura,62142,71
EmpireLegends,Aventura,54710,79
WarriorEmpire,Simulación,66741,5
GalaxyGalaxy,Acción,28784,16
GalaxyEmpire,RPG,5156,23
GalaxyQuest,RPG,67561,21
DragonEmpire,Deportes,37131,49
LegendsDragon,Acción,390,32
EmpireWarrior,Estrategia,26277,4
GalaxyLegends,Acción,61844,74
WarriorWarrior,RPG,65984,96
DragonLegends,Estrategia,12191,72
GalaxyWarrior,Aventura,5897,39
GalaxyWarrior,Estrategia,40869,79
GalaxyDragon,Acción,28085,38
DragonLegends,Simulación,23949,49
LegendsGalaxy,Simulación,55623,9
QuestWarrior,Simulación,50768,72
QuestLegends,Simulación,6901,4
GalaxyWarrior,Estrategia,19967,72
QuestEmpire,Acción,61656,3
LegendsQuest,RPG,20446,78
DragonDragon,Acción,50591,9
DragonQuest,Acción,42803,32
WarriorDragon,Simulación,22063,99
DragonQuest,Estrategia,57337,93
GalaxyLegends,RPG,35529,90
GalaxyEmpire,Simulación,33098,66
DragonDragon,RPG,25151,72
QuestLegends,Deportes,19347,32
QuestWarrior,RPG,42905,97
LegendsDragon,Estrategia,60589,61
EmpireDragon,Estrategia,49762,41
GalaxyWarrior,RPG,20474,67
EmpireWarrior,Acción,31409,76
DragonGalaxy,RPG,36117,79
QuestQuest,Estrategia,12061,40
LegendsGalaxy,Simulación,31199,33
QuestDragon,Deportes,51190,74
QuestLegends,Aventura,65348,18
GalaxyQuest,Acción,18643,8
LegendsLegends,Simulación,40764,68
QuestQuest,Deportes,15022,20
GalaxyDragon,RPG,23039,64
EmpireGalaxy,RPG,26658,95
WarriorGalaxy,Aventura,37700,2
EmpireDragon,Aventura,59272,93
WarriorLegends,RPG,20801,73
QuestEmpire,Deportes,28427,4
WarriorQuest,Estrategia,33262,56
GalaxyWarrior,Estrategia,64152,47
LegendsWarrior,Aventura,14192,21
WarriorLegends,Estrategia,37903,99
QuestDragon,Aventura,65300,81
EmpireWarrior,Deportes,11073,23
EmpireEmpire,Estrategia,54458,60
QuestQuest,Simulación,44132,52
EmpireDragon,Acción,53560,3
WarriorDragon,Simulación,957,66
DragonLegends,Simulación,27090,61
GalaxyQuest,RPG,16785,34
EmpireGalaxy,Simulación,65144,97
LegendsQuest,Aventura,35748,43
DragonQuest,Acción,36367,46
WarriorDragon,Estrategia,65562,27
DragonWarrior,Deportes,68718,22
GalaxyQuest,Aventura,23755,64
LegendsLegends,Aventura,54885,74
GalaxyLegends,Estrategia,41199,12
EmpireWarrior,Deportes,13464,62
GalaxyWarrior,Deportes,44994,27
EmpireEmpire,Acción,13881,56
QuestEmpire,Estrategia,39867,54
QuestWarrior,Estrategia,52195,72
EmpireWarrior,Simulación,43389,45
WarriorDragon,RPG,16395,21
QuestWarrior,Simulación,5721,34
QuestLegends,Simulación,29049,49
DragonDragon,Simulación,11239,46
QuestDragon,Deportes,46100,65
EmpireDragon,Acción,29790,49
WarriorGalaxy,Deportes,69899,52
LegendsGalaxy,Simulación,9462,51
EmpireWarrior,Aventura,65505,47
GalaxyGalaxy,RPG,26805,87
EmpireQuest,Estrategia,46301,38
GalaxyQuest,Simulación,52431,83
EmpireEmpire,Simulación,34167,12
DragonDragon,Estrategia,47979,35
EmpireDragon,Deportes,19784,90
LegendsLegends,Deportes,3803,81
GalaxyLegends,Simulación,22933,94
QuestEmpire,Deportes,63518,65
LegendsQuest,Acción,61668,55
EmpireQuest,Estrategia,3434,20
DragonQuest,RPG,69124,88
EmpireEmpire,Estrategia,38005,7
EmpireLegends,Estrategia,39085,30
QuestEmpire,RPG,61087,68
WarriorEmpire,Deportes,33770,33
GalaxyLegends,Aventura,65077,46
GalaxyWarrior,Acción,35760,57
EmpireWarrior,RPG,48000,22
LegendsWarrior,Aventura,53154,13
GalaxyWarrior,Deportes,51086,54
GalaxyEmpire,Estrategia,6199,25
GalaxyWarrior,Estrategia,69740,92
EmpireGalaxy,RPG,29541,95
EmpireEmpire,Deportes,57514,80
WarriorDragon,Acción,47945,57
QuestEmpire,Aventura,62035,63
LegendsEmpire,Acción,39604,93
DragonLegends,Aventura,50314,99
GalaxyDragon,Acción,38821,2
QuestWarrior,Acción,25837,41
DragonWarrior,Estrategia,10567,64
LegendsWarrior,RPG,118,9
WarriorLegends,Simulación,58897,66
DragonGalaxy,Deportes,16845,51
DragonEmpire,Acción,59024,21
DragonWarrior,Aventura,57921,31
EmpireLegends,Deportes,8574,65
GalaxyQuest,Aventura,27585,57
WarriorDragon,Aventura,51206,60
WarriorLegends,Acción,16189,24
WarriorGalaxy,Simulación,6730,2
GalaxyWarrior,RPG,65710,9
EmpireDragon,Acción,44190,51
EmpireEmpire,Aventura,63689,40
GalaxyEmpire,Estrategia,2879,67
GalaxyGalaxy,Aventura,6621,4
QuestQuest,Deportes,27216,45
EmpireDragon,Aventura,40018,82
LegendsQuest,Acción,42935,98
EmpireWarrior,Aventura,48239,56
DragonEmpire,Aventura,8530,88
DragonQuest,RPG,32178,71
DragonDragon,Estrategia,22437,86
WarriorQuest,RPG,11185,35
DragonDragon,Deportes,29550,89
LegendsQuest,Deportes,53356,43
LegendsWarrior,Simulación,28141,12
EmpireLegends,Simulación,17490,35
WarriorQuest,Deportes,65570,76
WarriorGalaxy,Acción,42712,18
QuestWarrior,Estrategia,36287,53
QuestWarrior,Deportes,60107,60
LegendsDragon,Simulación,2075,66
EmpireEmpire,Deportes,3467,83
WarriorWarrior,Estrategia,46392,81
QuestWarrior,Aventura,62944,50
DragonGalaxy,Acción,67857,39
QuestGalaxy,Aventura,58933,35
DragonLegends,RPG,11029,53
GalaxyDragon,Aventura,45547,35
LegendsQuest,Simulación,43293,77
WarriorLegends,Deportes,9849,2
GalaxyGalaxy,RPG,28851,42
DragonEmpire,Aventura,25406,20
WarriorGalaxy,Deportes,7783,36
LegendsDragon,Estrategia,25786,4
DragonGalaxy,Simulación,47898,90
GalaxyQuest,RPG,49114,6
EmpireWarrior,Deportes,19007,57
QuestEmpire,Acción,42992,47
EmpireEmpire,Aventura,64728,70
QuestWarrior,Estrategia,59473,32
EmpireQuest,Estrategia,39264,16
WarriorEmpire,Simulación,34278,49
QuestGalaxy,Deportes,21133,25
EmpireWarrior,RPG,56215,4
LegendsQuest,Deportes,39516,71
GalaxyLegends,Estrategia,53430,62
DragonWarrior,Estrategia,68114,47
EmpireWarrior,RPG,68184,96
GalaxyWarrior,Acción,47434,44
LegendsEmpire,Acción,3558,95
EmpireLegends,Deportes,28477,94
GalaxyQuest,Estrategia,35976,70
QuestQuest,Estrategia,28530,85
GalaxyDragon,Acción,55681,36
WarriorDragon,RPG,46002,20
GalaxyLegends,Estrategia,30222,19
GalaxyLegends,Simulación,26955,68
QuestGalaxy,Deportes,11215,85
GalaxyEmpire,Simulación,56774,6
WarriorWarrior,Aventura,54727,39
QuestQuest,RPG,54232,70
DragonDragon,Acción,10538,96
QuestWarrior,Aventura,54345,51
DragonEmpire,Deportes,3646,85
GalaxyDragon,Estrategia,39180,51
WarriorLegends,Aventura,46909,52
WarriorEmpire,Simulación,23969,90
LegendsQuest,Estrategia,32583,82
WarriorDragon,Acción,36590,29
DragonDragon,Aventura,44832,15
LegendsEmpire,Aventura,24277,26
WarriorEmpire,Aventura,49094,70
GalaxyLegends,Aventura,67470,47
WarriorLegends,Acción,36086,34
LegendsDragon,Acción,54507,53
LegendsDragon,Simulación,52863,13
WarriorWarrior,Deportes,68224,77
GalaxyLegends,Deportes,31640,22
EmpireGalaxy,Acción,22369,61
QuestLegends,Acción,6923,22
EmpireEmpire,RPG,18298,87
GalaxyQuest,Acción,4759,27
DragonEmpire,Acción,49920,48
QuestEmpire,Deportes,426,2
QuestGalaxy,Acción,30963,61
QuestGalaxy,Simulación,26168,22
LegendsLegends,Acción,16788,83
DragonLegends,Acción,6956,53
GalaxyWarrior,RPG,60439,34
WarriorQuest,Simulación,16659,1
WarriorGalaxy,Acción,44090,12
LegendsWarrior,Deportes,28514,77
QuestGalaxy,Aventura,63019,71
DragonWarrior,RPG,53074,70
DragonDragon,Simulación,32285,87
WarriorDragon,Deportes,9605,96
EmpireGalaxy,RPG,69745,1
DragonGalaxy,Aventura,21961,67
LegendsGalaxy,Deportes,35899,53
GalaxyLegends,RPG,5614,33
LegendsGalaxy,Aventura,14000,79
EmpireQuest,Acción,65518,55
DragonQuest,Estrategia,50387,27
QuestQuest,Deportes,4161,47
GalaxyQuest,Estrategia,10717,17
DragonEmpire,Aventura,69977,41
WarriorLegends,Simulación,37216,61
GalaxyLegends,Estrategia,59700,61
QuestGalaxy,RPG,8176,48
LegendsEmpire,Deportes,9271,47
WarriorWarrior,Estrategia,33270,80
LegendsWarrior,Deportes,38902,1
GalaxyGalaxy,Simulación,913,8
GalaxyLegends,Acción,18377,46
DragonGalaxy,Acción,56133,31
QuestDragon,Simulación,18076,95
LegendsLegends,RPG,53391,29
EmpireQuest,Estrategia,25140,63
DragonQuest,RPG,37383,91
GalaxyDragon,Simulación,12152,32
QuestGalaxy,RPG,45310,68
GalaxyLegends,Aventura,39430,14
QuestWarrior,Aventura,17743,30
LegendsWarrior,Acción,14965,30
LegendsGalaxy,Acción,47486,18
EmpireGalaxy,Deportes,25223,75
WarriorEmpire,Estrategia,34323,91
EmpireQuest,RPG,65400,33
WarriorEmpire,Estrategia,22816,7
WarriorGalaxy,RPG,20253,97
QuestQuest,Simulación,22274,73
GalaxyLegends,Estrategia,47792,93
DragonWarrior,Deportes,29582,40
DragonWarrior,Estrategia,56941,48
EmpireEmpire,RPG,2802,64
WarriorGalaxy,Simulación,47376,6
QuestGalaxy,Deportes,51176,28
QuestQuest,Acción,18932,14
LegendsEmpire,Simulación,7255,37
EmpireEmpire,RPG,46913,5
LegendsQuest,Simulación,50823,39
QuestQuest,Estrategia,6699,79
QuestDragon,Estrategia,54523,100
WarriorDragon,Acción,17244,57
LegendsGalaxy,RPG,11279,5
QuestLegends,Aventura,68999,33
GalaxyLegends,Acción,7740,56
WarriorQuest,Acción,47802,37
QuestEmpire,Estrategia,17541,80
EmpireQuest,Aventura,2161,43
LegendsWarrior,Acción,15287,6
GalaxyEmpire,RPG,54756,14
GalaxyDragon,Deportes,60372,32
EmpireEmpire,RPG,51716,22
GalaxyQuest,Simulación,65071,65
QuestQuest,Simulación,13908,83
DragonWarrior,Deportes,28838,99
QuestEmpire,Acción,9610,78
EmpireWarrior,Acción,58021,99
LegendsWarrior,RPG,14154,73
EmpireEmpire,Deportes,68286,69
QuestQuest,Estrategia,69012,0
QuestLegends,Aventura,53843,16
DragonGalaxy,Deportes,13822,55
QuestGalaxy,Aventura,19052,85
WarriorWarrior,Deportes,41794,70
DragonGalaxy,Aventura,47474,96
QuestDragon,Deportes,18716,28
EmpireDragon,Deportes,48874,94
WarriorEmpire,Acción,61387,75
DragonWarrior,Acción,52119,50
EmpireGalaxy,Acción,4271,74
WarriorLegends,Aventura,47959,19
GalaxyQuest,Acción,60928,82
QuestEmpire,Acción,341,28
LegendsWarrior,Acción,26357,23
WarriorLegends,Estrategia,6895,19
LegendsDragon,RPG,25385,38
DragonLegends,Aventura,63943,43
DragonEmpire,Acción,1368,4
WarriorGalaxy,Aventura,35080,32
QuestGalaxy,Estrategia,32398,68
LegendsEmpire,Estrategia,52691,51
LegendsWarrior,Aventura,6903,34
EmpireEmpire,Aventura,68726,93
GalaxyLegends,Deportes,34387,45
LegendsWarrior,Acción,37094,82
EmpireDragon,Acción,20909,26
WarriorGalaxy,Estrategia,68569,5
LegendsWarrior,RPG,67163,50
DragonLegends,Aventura,27520,17
WarriorQuest,RPG,23785,84
EmpireWarrior,RPG,15354,28
GalaxyWarrior,Simulación,683,95
WarriorGalaxy,Acción,39342,70
GalaxyQuest,Acción,17464,92
GalaxyLegends,Simulación,10681,87
DragonGalaxy,Simulación,35874,70
DragonDragon,Estrategia,59686,70
EmpireGalaxy,Simulación,3256,23
LegendsDragon,Aventura,6956,52
LegendsDragon,Simulación,65812,49
QuestLegends,Acción,8867,75
GalaxyDragon,Aventura,39190,100
EmpireLegends,RPG,41724,43
LegendsQuest,Deportes,67904,50
EmpireGalaxy,Simulación,33790,84
WarriorQuest,Deportes,20382,98
QuestEmpire,Simulación,512,0
DragonWarrior,Acción,41862,3
WarriorWarrior,Aventura,69355,42
DragonLegends,RPG,29190,68
QuestLegends,Deportes,57079,21
GalaxyDragon,Acción,49023,65
LegendsEmpire,Deportes,37443,95
DragonDragon,Acción,22539,73
QuestWarrior,Estrategia,13043,93
GalaxyDragon,Acción,39061,78
GalaxyWarrior,Acción,28389,94
DragonLegends,Simulación,31590,16
QuestGalaxy,Acción,25036,23
DragonQuest,Estrategia,46411,3
QuestWarrior,RPG,15544,73
QuestQuest,Simulación,59604,66
GalaxyLegends,Aventura,51859,13
GalaxyDragon,Estrategia,18979,46
LegendsGalaxy,Estrategia,25255,35
LegendsEmpire,RPG,28591,70
WarriorWarrior,Aventura,31762,15
GalaxyQuest,Acción,58404,51
GalaxyGalaxy,Simulación,7171,23
LegendsGalaxy,RPG,30877,71
WarriorEmpire,Deportes,65916,49
LegendsDragon,Deportes,53213,32
GalaxyGalaxy,RPG,20062,38
LegendsEmpire,Estrategia,62755,12
WarriorWarrior,Deportes,13435,18
DragonEmpire,Simulación,33930,25
GalaxyEmpire,Estrategia,53276,31
QuestQuest,Estrategia,53812,1
LegendsDragon,RPG,34465,60
DragonWarrior,Acción,22739,78
GalaxyEmpire,Deportes,18306,62
EmpireDragon,Acción,36208,62
EmpireQuest,Simulación,33153,61
GalaxyWarrior,Deportes,25794,60
QuestDragon,Deportes,44291,19
DragonWarrior,Aventura,48995,73
DragonQuest,Deportes,26613,46
EmpireWarrior,Acción,34780,31
WarriorQuest,Estrategia,38219,79
QuestLegends,Acción,17176,65
WarriorQuest,Simulación,4297,34
LegendsDragon,Aventura,17293,78
GalaxyGalaxy,Acción,60553,58
EmpireWarrior,Simulación,24517,20
LegendsGalaxy,Simulación,68517,81
EmpireQuest,Acción,33557,8
GalaxyLegends,Aventura,21931,87
GalaxyEmpire,Simulación,13828,50
LegendsGalaxy,Aventura,39864,43
EmpireEmpire,Aventura,37932,70
GalaxyDragon,Simulación,15153,100
EmpireQuest,Deportes,7811,36
GalaxyEmpire,Deportes,30596,19
GalaxyGalaxy,Deportes,22336,49
LegendsEmpire,Estrategia,9251,45
EmpireWarrior,Simulación,32585,15
WarriorLegends,Deportes,24288,45
DragonLegends,RPG,18890,99
DragonEmpire,Simulación,39018,99
QuestGalaxy,Acción,29075,44
